beer_id,brewery_id,beer_name,beer_style,beer_abv
553,9343,Bunker Hill Blueberry Ale,Fruit / Vegetable Beer,4.8
554,9343,Buck Eye Oatmeal Stout,Oatmeal Stout,5.0
556,9343,Boston Red,American Amber / Red Ale,5.2
557,9343,Eisbock,Eisbock,
558,9343,Premium American Lager,American Adjunct Lager,
559,1567,Brew Moon Fris Opdienen,Lambic - Fruit,
560,71,Fuller's 1845,English Strong Ale,6.3
561,664,Young's Ram Rod,Extra Special / Strong Bitter (ESB),5.0
562,14,Will's Extra Bitter,Extra Special / Strong Bitter (ESB),5.75
563,14,BMF Stout,American Stout,5.4
564,1567,Brew Moon Charles River Dunkel,Dunkelweizen,
565,1567,Brew Moon Bière Blache,Witbier,
566,1567,Brew Moon Black Hole Lager,Schwarzbier,
567,174,Rolling Rock Extra Pale,American Adjunct Lager,4.6
569,176,Würzburger Oktoberfest,Märzen / Oktoberfest,
570,45,Brooklyn Oktoberfest Beer,Märzen / Oktoberfest,5.5
571,113,Samuel Smith's Oatmeal Stout,Oatmeal Stout,5.0
572,113,"Samuel Smith's, The Famous Taddy Porter",English Porter,5.0
573,113,Samuel Smith's India Ale,English India Pale Ale (IPA),5.0
574,113,Samuel Smith's Pure Brewed Lager Beer,Euro Pale Lager,5.0
575,113,Samuel Smith's Old Brewery Pale Ale,English Pale Ale,5.0
576,113,Samuel Smith's Nut Brown Ale,English Brown Ale,5.0
577,113,Samuel Smith's Winter Welcome Ale,Winter Warmer,6.0
578,1533,Thomas Hardy's Ale (1968-1999),Old Ale,11.7
580,105,Miller High Life,American Adjunct Lager,5.0
581,179,Snake River Lager,Vienna Lager,4.8
582,142,Spaten Oktoberfestbier Ur-Märzen,Märzen / Oktoberfest,5.9
583,180,Duinen Dubbel,Dubbel,8.0
587,181,Gale's Millennium Brew,Old Ale,10.0
588,23980,Yuengling Premium Beer,American Pale Lager,4.4
589,183,Bokrijks Kruikenbier,Belgian Strong Pale Ale,6.9
590,184,La Trappe Blond (Koningshoeven / Dominus),Belgian Pale Ale,6.5
591,183,Hoogstraten Poorter,Baltic Porter,6.5
592,179,Snake River Pale Ale,American Pale Ale (APA),5.2
593,42,Rare Vos (Amber Ale),Belgian Pale Ale,6.5
594,185,Aass Genuine Pilsner,German Pilsener,5.5
595,176,Würzburger Hofbräu Premium Pilsner,German Pilsener,
596,185,Aass Original Lager,Euro Pale Lager,5.0
597,168,Rebel Garnet,Euro Dark Lager,
598,187,Lindemans Pêche,Lambic - Fruit,4.0
599,187,Lindemans Framboise,Lambic - Fruit,2.5
600,187,Lindemans Kriek,Lambic - Fruit,4.0
601,187,Lindemans Cassis,Lambic - Fruit,4.0
602,188,Caledonian 80/-,Scottish Ale,4.1
603,180,Duinen Tripel,Tripel,9.0
604,189,Zambezi,American Adjunct Lager,5.0
605,190,Chapeau Framboise Lambic,Lambic - Fruit,3.5
607,192,Fat Tire Amber Ale,American Amber / Red Ale,5.2
608,193,Poleeko Gold Pale Ale,American Pale Ale (APA),5.5
609,52,Buzzards Bay Island Export Beer,American Pale Ale (APA),4.3
610,65,Dornbusch Oktoberfest,Märzen / Oktoberfest,
611,193,Hop Ottin' IPA,American IPA,7.0
612,149,Barbãr (Belgian Honey Ale),Belgian Strong Pale Ale,8.0
613,176,Julius Echter Hefe-Weissbier Hell,Hefeweizen,4.9
615,193,Barney Flats Oatmeal Stout,Oatmeal Stout,5.7
616,176,Julius Echter Hefe-Weissbier Dunkel,Dunkelweizen,4.9
617,195,Troubadour Blond Ale,Belgian Pale Ale,6.5
619,193,Boont ESB,Extra Special / Strong Bitter (ESB),6.8
620,196,Affligem Blond,Belgian Strong Pale Ale,6.7
621,100,McNeill's Kölsch,Kölsch,5.2
622,141,Smuttynose Robust Porter,American Porter,5.7
623,193,Boont Amber Ale,American Amber / Red Ale,5.8
624,197,Fischer Bitter,Euro Pale Lager,4.9
625,198,Wieckse Witte,Witbier,5.0
626,184,La Trappe Dubbel (Koningshoeven / Dominus),Dubbel,7.0
627,183,Sterkens Dubbel Ale,Dubbel,
628,183,Sterkens White Ale,Witbier,4.7
630,200,Blue Heron Pale Ale,American Pale Ale (APA),6.1
631,200,Red Tail Ale,American Amber / Red Ale,6.1
632,179,Snake River Zonker Stout,Foreign / Export Stout,6.0
633,201,De Dolle Arabier,Belgian Strong Pale Ale,8.0
634,201,De Dolle Bos Keun,Belgian Strong Pale Ale,10.0
635,202,Pauwel Kwak,Belgian Strong Pale Ale,8.4
637,203,Old Speckled Hen,English Pale Ale,5.2
638,14,Blackout Oatmeal Stout,Oatmeal Stout,3.7
639,342,Newcastle Brown Ale,English Brown Ale,4.7
640,204,Maccabee Premium Beer,Czech Pilsener,4.9
641,200,Eye of the Hawk,American Strong Ale,8.0
642,147,Stone 4th Anniversary IPA,American Double / Imperial IPA,8.5
643,205,Buffalo Bill's Pumpkin Ale,Pumpkin Ale,5.2
644,206,Hook & Ladder Backdraft Brown,English Brown Ale,4.5
645,207,Trappistes Rochefort 10,Quadrupel (Quad),11.3
646,208,Westmalle Trappist Tripel,Tripel,9.5
647,65,Dornbusch Winter Night Lager,Schwarzbier,
648,28,Anchor Small Beer,English Bitter,3.3
649,162,Ipswich Dark Ale,American Brown Ale,6.3
650,209,Guinness Extra Stout (Original),Irish Dry Stout,6.0
652,24,Traquair Jacobite,Scotch Ale / Wee Heavy,8.0
653,29,Natural Ice,American Adjunct Lager,5.9
654,130,Rockies Nut Brown Ale,English Brown Ale,
655,168,Rebel,Czech Pilsener,4.4
656,202,Tripel Karmeliet,Tripel,8.4
658,184,La Trappe Tripel (Koningshoeven / Dominus),Tripel,8.0
659,1567,Brew Moon Orion's Irish Amber,Irish Red Ale,
660,1567,Brew Moon Nutcracker Festival Ale,English Brown Ale,
661,1567,Brew Moon Improper Hopper IPA,American IPA,
662,14,Bitchin Bitter,English Bitter,
663,185,Aass Classic,Märzen / Oktoberfest,5.5
664,185,Aass Bock,Bock,6.5
665,28,Anchor Liberty Ale,American Pale Ale (APA),6.0
666,76,Hacker-Pschorr Dunkle Weisse,Dunkelweizen,5.3
667,75,Negra Modelo,Munich Dunkel Lager,5.4
668,212,Brigand,Belgian Strong Pale Ale,9.0
669,24964,Haffenreffer Private Stock,American Malt Liquor,6.9
670,29,Busch Beer,American Adjunct Lager,4.6
671,214,Steenbrugge Dubbel Bruin,Dubbel,6.5
672,215,Chimay Première (Red),Dubbel,7.0
673,216,Rodenbach Grand Cru,Flanders Red Ale,6.0
674,208,Westmalle Trappist Dubbel,Dubbel,7.0
675,217,Vondel,Flanders Oud Bruin,8.5
677,218,De Koninck,Belgian Pale Ale,5.0
678,214,Blanche de Bruges,Witbier,5.0
679,181,Gale's Conquest Ale Master Brew,Old Ale,9.0
680,45,Brooklyn Black Chocolate Stout,Russian Imperial Stout,10.0
681,219,Sudwerk Pilsner,German Pilsener,5.0
682,10097,Catamount Porter,American Porter,5.4
683,664,Young's Winter Warmer,Winter Warmer,5.0
685,220,Tocaloma Amber Ale,American Amber / Red Ale,
686,139,Winter Ale (Special Brew),Extra Special / Strong Bitter (ESB),5.3
687,28,Our Special Ale 2000 (Anchor Christmas Ale),Winter Warmer,
689,221,Red Stripe Jamaican Lager,American Adjunct Lager,4.7
691,199,Calico Copper Amber Ale,American Amber / Red Ale,5.0
692,10097,Catamount  8 Lives,American Pale Ale (APA),5.1
693,139,Shipyard IPA,English India Pale Ale (IPA),5.8
694,22,Don de Dieu,Belgian Strong Pale Ale,9.0
695,222,Duvel,Belgian Strong Pale Ale,8.5
696,199,Pale Ale,Kölsch,5.0
697,223,Jacobins Gueuze,Gueuze,5.5
698,224,St. Pauli Girl Special Dark,Munich Dunkel Lager,4.8
699,223,Bellegems Bruin,Flanders Oud Bruin,5.5
700,224,St. Pauli Girl,German Pilsener,4.9
701,10097,Catamount Pale Ale,American Pale Ale (APA),5.5
702,132,Juniper Pale Ale,Herbed / Spiced Beer,5.3
703,240,Murphy's Irish Stout,Irish Dry Stout,4.0
705,178,J.W. Lees Vintage Harvest Ale,English Barleywine,11.5
706,8535,Tetley's English Ale,English Pale Ale,3.6
708,74,Gritty McDuff's Christmas Ale,Extra Special / Strong Bitter (ESB),6.2
709,199,Big Eye IPA,American IPA,7.0
710,197,Fischer Tradition Amber,Euro Dark Lager,6.0
711,214,Steenbrugge Abbey Tripel,Tripel,8.5
712,252,Weihenstephaner Original,Munich Helles Lager,5.1
713,183,St. Sebastiaan Dark,Dubbel,6.9
714,253,Casco Bay RipTide Red Ale,Irish Red Ale,5.4
715,254,OPB Nut Brown Ale,English Brown Ale,
716,255,Cole Porter,American Porter,
717,256,Downtown Brown,English Brown Ale,5.0
718,257,Steel Reserve 211 (High Gravity),American Malt Liquor,8.1
719,52,Buzzards Bay West Porter,American Porter,5.2
722,259,St. Bernardus Tripel,Tripel,8.0
723,260,Gavroche,Bière de Garde,8.5
724,664,Young's Special London Ale,Extra Special / Strong Bitter (ESB),6.4
725,152,Young's Dirty Dick's Ale,English Bitter,5.2
726,262,He'Brew Genesis Ale,American Amber / Red Ale,5.6
727,263,Aecht Schlenkerla Rauchbier Märzen,Rauchbier,5.4
729,217,Lucifer,Belgian Strong Pale Ale,8.5
730,219,Sudwerk Hefe-Weizen,Hefeweizen,4.7
731,252,Weihenstephaner Hefeweissbier,Hefeweizen,5.4
732,68,K-9 Cruiser Winter Ale,Winter Warmer,7.4
733,71,Fuller's India Pale Ale,English India Pale Ale (IPA),4.9
734,266,Steelhead Scotch Porter,English Porter,6.5
735,266,Jamaica Red Ale,American Amber / Red Ale,6.5
736,267,Odell Easy Street Wheat,American Pale Wheat Ale,4.6
737,267,Odell Levity Amber Ale,American Amber / Red Ale,5.0
738,267,Odell Cutthroat Porter,American Porter,5.1
739,268,Straffe Hendrik Bruin,Belgian Strong Dark Ale,8.5
740,267,Odell 90 Shilling Ale,Scottish Ale,5.3
741,267,Odell Isolation Ale,Winter Warmer,6.0
742,267,Odell Curmudgeon's Nip,Old Ale,
743,269,Ceres Royal Stout (Ceres Extra Strong Stout),Foreign / Export Stout,7.7
744,53,Tennent's Stout,Milk / Sweet Stout,
745,209,Guinness Bitter Draft,English Bitter,4.4
746,270,Foxy's Premium Lager,American Adjunct Lager,
747,221,Dragon Stout,Foreign / Export Stout,7.5
748,270,Blackbeard Ale,English Pale Ale,5.2
750,272,Carib Lager,American Adjunct Lager,5.2
751,273,Sweetwater 420 Extra Pale Ale,American Pale Ale (APA),5.4
752,209,Guinness Foreign Extra Stout,Foreign / Export Stout,7.5
754,209,Guinness Draught,Irish Dry Stout,4.2
755,10897,"Carnegie Porter 5,5%",Baltic Porter,5.5
756,228,Rollstone Red Ale,American Amber / Red Ale,
757,9343,Patriot Pilsner,Czech Pilsener,5.5
758,9343,Boston Victory Bock,Bock,6.5
759,72,Schneider Wiesen Edel-Weisse Mein Grunes,Hefeweizen,6.2
760,252,Weihenstephaner Kristallweissbier,Kristalweizen,5.4
761,59,Concord North Woods Ale,American Amber / Red Ale,6.4
762,59,Concord Porter,American Porter,
763,72,Schneider Weisse Weizenhell (Hefeweizen),Hefeweizen,4.9
764,122,Ziggy Socky Premium Lager Beer,American Adjunct Lager,
766,214,Brugse Tripel,Tripel,9.0
767,281,Tsingtao,American Adjunct Lager,4.8
768,261,Captain Swain's Extra Stout,Foreign / Export Stout,8.0
769,228,Mocha Java Stout,American Stout,
770,228,Z Street Gold Ale,Kölsch,
771,282,Entire Butt English Porter,English Porter,4.8
772,76,Hacker-Pschorr Hefe Weisse Natürtrub,Hefeweizen,5.5
773,283,Goudenband,Flanders Oud Bruin,8.0
774,284,Sapporo Reserve,Euro Pale Lager,5.2
775,52,Buzzards Bay Olde Buzzard Lager,Dortmunder / Export Lager,5.0
776,285,Samichlaus Bier,Doppelbock,14.0
778,113,Samuel Smith's Organically Produced Lager Beer,Euro Pale Lager,5.0
779,252,Weihenstephaner Korbinian,Doppelbock,7.4
780,286,Pride Of Romsey I.P.A.,English India Pale Ale (IPA),5.0
781,113,Samuel Smith's Organically Produced Ale,English Pale Ale,5.0
782,113,Samuel Smith's Imperial Stout,Russian Imperial Stout,7.0
783,8,Springfest,Altbier,4.9
784,65,Dornbusch Bock,Bock,
785,180,Artevelde,Belgian Dark Ale,7.3
786,9343,ESB Cellar Reserve,Extra Special / Strong Bitter (ESB),
787,1567,Brew Moon Milk Chocolate Stout,American Stout,
788,45,Brooklyn Pilsner,German Pilsener,5.1
789,1567,Brew Moon 90 Schilling Scotch Ale,Scotch Ale / Wee Heavy,8.0
790,1548,Imperial Stout,Russian Imperial Stout,
791,1548,Presidential Weizenbock,Weizenbock,
793,22,Raftman,Belgian Pale Ale,5.5
794,287,Bell's Amber Ale,American Amber / Red Ale,5.8
795,33,Holidale,American Barleywine,9.5
797,123,Riley's Stout,Irish Dry Stout,5.5
798,289,St. Ides High Gravity Malt Liquor,American Malt Liquor,8.2
799,2974,Radeberger Pilsner,German Pilsener,4.8
800,284,Yebisu (Premium),Dortmunder / Export Lager,5.0
802,144,Hefe Weiss,Hefeweizen,4.2
803,1549,Smooth Oatmeal Stout,Oatmeal Stout,
804,1549,Blue,Belgian Strong Dark Ale,8.7
806,183,St. Sebastiaan Golden,Tripel,7.7
807,292,Kirin Lager,Japanese Rice Lager,4.9
808,252,Weihenstephaner Hefeweissbier Dunkel,Dunkelweizen,5.3
809,105,Magnum,American Malt Liquor,6.0
810,105,Mickey's,American Malt Liquor,5.6
811,293,Bass Pale Ale,English Pale Ale,5.0
812,160,Old Devil,English Pale Ale,4.7
813,201,De Dolle Oerbier,Belgian Strong Dark Ale,9.5
814,284,Sapporo Draft Beer,Japanese Rice Lager,5.0
815,294,Monkman's Slaughter Ale,Extra Special / Strong Bitter (ESB),6.0
816,267,Odell Cutthroat Pale Ale,American Pale Ale (APA),
817,201,De Dolle Stille Nacht,Belgian Strong Pale Ale,12.0
818,295,St. Georgenbräu  Keller Bier,Keller Bier / Zwickel Bier,4.9
820,99,Saranac Scotch Ale,Scotch Ale / Wee Heavy,5.4
821,296,St. Peter's English Ale,English Pale Ale,4.5
822,228,Honey Almond Ale,American Pale Ale (APA),
823,115,Frank Jones Ale,English India Pale Ale (IPA),4.9
824,266,Steelhead Extra Pale Ale,American Pale Ale (APA),5.6
825,297,Caffrey's Irish Ale,Irish Red Ale,3.8
826,224,St. Pauli N. A.,Low Alcohol Beer,0.5
827,284,Sapporo Original Draft Beer,Japanese Rice Lager,5.0
828,298,Bluebird Bitter,English Bitter,4.2
829,266,Jamaica Sunset India Pale Ale,American IPA,7.0
830,262,He'Brew Messiah Stout,American Stout,
831,301,Sagres Cerveja,American Adjunct Lager,5.1
832,302,Dundee Original Honey Brown Lager,American Amber / Red Lager,4.5
833,35,Samuel Adams Pale Ale,English Pale Ale,5.25
834,303,Crystal Lager Beer,Czech Pilsener,
836,45,Brooklyn Ale / Pennant Ale '55,English Pale Ale,5.0
837,306,Coors Light,Light Lager,4.2
838,296,St. Peter's Old-Style Porter,English Porter,5.1
839,307,Kinsale Irish Lager,Euro Pale Lager,4.3
840,35,Samuel Adams I.P.A.,English India Pale Ale (IPA),5.93
841,296,St. Peter's Wheat Beer,American Pale Wheat Ale,4.7
842,290,Clausthaler Golden Amber,Low Alcohol Beer,0.3
843,100,McNeill's Alle Tage Altbier,Altbier,
844,302,12 Horse Ale,American Blonde Ale,5.1
846,35,Samuel Adams Scotch Ale,Scotch Ale / Wee Heavy,5.4
848,57,Tecate,American Adjunct Lager,4.5
850,29,Killarney's Red Lager,American Amber / Red Lager,5.0
851,302,Michael Shea's Irish Amber,Euro Dark Lager,4.62
855,302,Genny Light,Light Lager,3.6
856,18,Shakemantle Ginger Ale,Herbed / Spiced Beer,5.0
857,313,Trappist Westvleteren 8,Dubbel,8.0
858,154,Tremont Bitter,English Bitter,
859,314,Himalayan Blue,American Adjunct Lager,4.5
862,209,Harp Lager,Euro Pale Lager,5.0
865,302,Genesee Beer,American Adjunct Lager,4.5
867,10161,Birra Moretti,Euro Pale Lager,4.6
868,319,Gösser,Euro Pale Lager,5.2
869,76,Hacker-Pschorr Münchner Hell,Munich Helles Lager,4.9
870,320,Hamm's,American Adjunct Lager,4.7
871,10161,Moretti La Rossa Birra Doppio Malto,Doppelbock,7.2
872,321,Chouffe-Bok,Belgian Dark Ale,6.5
873,76,Hacker-Pschorr Kristall Weisse,Kristalweizen,5.5
874,322,Vuuve,Witbier,5.0
875,323,Old Engine Oil,English Porter,6.0
876,447,Ballantine XXX Ale,American Pale Ale (APA),4.85
878,203,Hen's Tooth,English Pale Ale,6.5
900,94,Pollenator,American Pale Ale (APA),4.6
901,261,Moor Porter,American Porter,7.0
902,99,Saranac Caramel Porter,American Porter,5.4
903,99,Saranac Adirondack Lager,German Pilsener,5.5
904,142,Franziskaner Club-Weisse Kristalklar,Kristalweizen,5.0
906,99,Saranac Black & Tan,Black & Tan,5.4
907,253,Casco Bay Winter Ale (Old Port Ale),Winter Warmer,7.2
908,341,Columbus Nut Brown Ale,English Brown Ale,
909,306,Killian's Irish Red,American Amber / Red Lager,4.9
910,203,Abbot Ale,English Pale Ale,5.0
911,342,McEwan's India Pale Ale,English India Pale Ale (IPA),4.7
912,33,Berkshire Ale Traditional Pale Ale,American Pale Ale (APA),6.3
913,240,Murphy's Irish Red Beer,Irish Red Ale,5.0
914,99,Saranac Pale Ale,English Pale Ale,5.5
915,350,Centennial Pale Ale,American Pale Ale (APA),4.5
916,220,Lagunitas IPA,American IPA,6.2
917,575,Foster's Special Bitter,English Bitter,5.0
918,575,Foster's Lager,American Adjunct Lager,5.0
920,354,Carolina Blonde,American Blonde Ale,5.0
921,23980,Yuengling Porter (Dark Brewed),American Porter,4.7
922,355,San Miguel Premium Lager,American Adjunct Lager,5.0
923,33,Berkshire Maibock Lager,Maibock / Helles Bock,6.5
924,142,Franziskaner Hefe-Weisse Dunkel,Dunkelweizen,5.0
925,261,Summer Of Lager,Munich Helles Lager,6.25
926,359,Theakston Old Peculier,Old Ale,5.7
927,358,Beamish Irish Stout,Irish Dry Stout,4.1
930,162,Ipswich 1722 Commemorative Porter,American Porter,5.9
931,115,Hopfest,American Pale Ale (APA),
932,129,Tucher Bajuvator Doppelbock,Doppelbock,7.2
933,192,Blue Paddle Pilsner,German Pilsener,4.8
934,357,Gold Stock Ale,American Strong Ale,6.5
935,360,Warsteiner Premium Verum,German Pilsener,4.8
936,361,High Desert Hefeweizen,Hefeweizen,
937,361,Metolius Golden Ale,American Blonde Ale,
939,361,Outback Old Ale,Old Ale,
940,361,Pinnacle Porter,American Porter,5.4
942,5316,Full Sail IPA,American IPA,6.0
943,5316,Oktoberfest,Märzen / Oktoberfest,
944,173,Ruth,American Pale Ale (APA),5.6
945,173,Adam,Old Ale,10.0
946,363,Prime Time Pale Ale,American Pale Ale (APA),
947,363,Atlas Amber Ale,American Amber / Red Ale,
948,363,Coal Creek Porter,American Porter,4.5
949,363,Bhagwan's Best IPA,American IPA,5.0
950,364,Flagship Red Alt Ale,Altbier,5.2
951,364,Clipper Gold Hefeweizen,Hefeweizen,5.2
952,364,Salmon Bay ESB (Jane's Bitter),English Bitter,5.5
953,364,Islander Pale Ale,American Pale Ale (APA),5.0
954,364,Islander Pale Ale Dry-Hopped,American Pale Ale (APA),
955,364,Nightwatch Dark Amber Ale,American Amber / Red Ale,5.5
956,364,Bosun's Black Porter,American Porter,5.2
957,364,Imperial Pale Ale,American Double / Imperial IPA,7.5
958,364,Portage Bay Pilsener,German Pilsener,
959,365,Pike Pale Ale,American Pale Ale (APA),5.3
960,365,Pike India Pale Ale,American IPA,6.5
961,365,Naughty Nellie's Ale,American Pale Ale (APA),4.7
962,365,Pike Kilt Lifter Scotch Style Ale,Scotch Ale / Wee Heavy,6.5
963,365,Pike Old Bawdy Barley Wine,American Barleywine,10.0
964,365,Pike Old 89 Nitro Porter,American Porter,
965,365,Pike Weisse,Hefeweizen,3.8
966,365,Pike Street XXXXX Stout,American Stout,7.0
967,365,Pike Bootleg Brown,English Brown Ale,4.9
969,366,Half Ton Hefeweizen,Hefeweizen,
970,366,Weizen Berry,Fruit / Vegetable Beer,5.2
971,366,Happy Cow Winterbräu,Winter Warmer,6.1
972,366,Bad Goat Bock,Bock,
973,366,Big Fat Tuba Oktoberfest,Märzen / Oktoberfest,
974,366,Viking Fest Summer Ale,American Pale Wheat Ale,
975,366,Mason Jar Märzen,Märzen / Oktoberfest,
976,367,Singha,Euro Pale Lager,5.0
977,368,Wisconsin Amber,American Amber / Red Lager,5.2
978,368,Brown Ale,English Brown Ale,
979,368,Capitol 1900,American Pale Lager,
981,368,Bavarian Lager,Munich Helles Lager,
982,368,Capital Pilsner,German Pilsener,4.7
983,368,Kloster Weizen,Hefeweizen,
984,368,Maibock,Maibock / Helles Bock,6.2
985,368,Fest (Summer Fest),Märzen / Oktoberfest,5.6
986,368,Oktoberfest,Märzen / Oktoberfest,5.5
987,368,Winter Skål,American Amber / Red Lager,5.4
989,368,Dark Doppelbock,Doppelbock,
990,368,Weizen Doppelbock,Weizenbock,8.0
991,368,Autumnal Fire,Doppelbock,7.8
992,368,Wild Rice,Herbed / Spiced Beer,5.4
993,144,Pub Brown Ale,English Brown Ale,4.8
994,144,Pale Lager,American Pale Lager,
995,144,Mai Bock,Maibock / Helles Bock,6.0
996,144,India Pale Ale,American IPA,7.5
997,144,Oktoberfest,Märzen / Oktoberfest,6.0
998,144,Dopple Bock,Doppelbock,7.85
999,144,Brewmaster's Premium Reserve Russian Imperial Stout,Russian Imperial Stout,7.9
1000,144,Winter Brew,Bock,5.75
1001,253,Carrabassett Pale Ale,American Pale Ale (APA),
1002,345,Victory Lager,Munich Helles Lager,4.8
1003,345,Golden Monkey,Tripel,9.5
1004,345,Hallertauer Pils,German Pilsener,
1005,345,HopDevil Ale,American IPA,6.7
1006,345,Mad King's Weiss,Hefeweizen,6.2
1008,345,Moonglow Weizenbock,Weizenbock,8.7
1009,345,Old Horizontal,American Barleywine,11.0
1010,345,Prima Pils,German Pilsener,5.3
1011,345,St. Boisterous,Maibock / Helles Bock,7.4
1012,345,St. Victorious,Doppelbock,7.6
1013,345,Storm King Stout,Russian Imperial Stout,9.1
1014,345,Sunrise Weiss,Hefeweizen,5.7
1015,345,Whirlwind Witbier,Witbier,5.0
1016,345,Victory Dark Lager,Munich Dunkel Lager,5.0
1017,345,Festbier,Märzen / Oktoberfest,5.6
1018,263,Aecht Schlenkerla Rauchbier Weizen,Rauchbier,5.2
1020,237,Shipfitters Bitter,English Bitter,
1027,339,Belgian Style Dubbel,Dubbel,7.0
1028,63,Pine Mountain Pils,German Pilsener,5.1
1031,371,Old Montgomery Blonde,American Blonde Ale,
1032,371,Goat Hill Pale Ale,English Pale Ale,
1033,371,Riverboat Red,American Amber / Red Ale,
1034,371,Wipe Out Stout,American Stout,
